         16709981 function calls (15665525 primitive calls) in 593.557 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/errors.py:38(InvalidConfigError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1118(MeijerShiftA)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_util.py:28(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1035(UnShiftA)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:938(HomogeneousGeneralQuadratic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/utils.py:23(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:276(ReadError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:80(BackendCompilerFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/simplex.py:77(UnboundedLPError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:193(UnstructuredTokenList)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/math.py:66(_add_math_3arg_docstr)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/matrices/exceptions.py:6(MatrixError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:297(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/facts.py:451(<setcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/core.py:558(const)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/tensor/index_methods.py:22(IndexConformanceException)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:45(SpeculationRestartAnalysis)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:200(DelayGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:200(Word)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:727(FilterError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:43(integer)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1022(ShiftB)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/trace_rules.py:2986(_disallowed_callable_ids)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:300(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/eval_frame.py:649(_NullDecorator)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/agca/modules.py:454(FreeModulePolyRing)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:285(HeaderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1129(MeijerShiftB)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:700(Section)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:101(CCompilerError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/expr.py:966(_eval_power)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:1172(ConstantRegexMatchVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:243(NoOptionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/errors.py:4(TritonError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1298(MeijerUnShiftD)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:31(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:122(UnsolvableFactorError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:179(UncapturedHigherOrderOpError)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/feedparser.py:125(__iter__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/function.py:111(BadSignatureError)
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:291(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1140(MeijerShiftC)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1200(MeijerUnShiftB)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/checkpoint.py:761(_Handle)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/solveset.py:794(_SolveTrig1Error)
        1    0.000    0.000    0.000    0.000 /root/project/Soter/cost_model.py:84(get_num_buffer_levels)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/config/setupcfg.py:779(_DeprecatedConfig)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/codeprinter.py:37(PrintMethodNotImplementedError)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/utils.py:29(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/warnings.py:86(InformationOnly)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:47(inexact)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/user_defined.py:470(NO_SUCH_SUBOBJ)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:294(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:96(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/exceptions.py:47(MissingUnityError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:1185(NumpyTypeInfoVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:105(PreprocessError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/checkpoint.py:1039(_StopRecomputationError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/config/pyprojecttoml.py:456(_ExperimentalConfiguration)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:254(InterpolationError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:650(MIMEVersion)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:55(unsignedinteger)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:44(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:181(FlagError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:78(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:845(MsgID)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/warnings.py:96(SetuptoolsDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/matrices/exceptions.py:10(ShapeError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:86(EvaluationFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:63(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:74(HomomorphismFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:90(RefinementFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:67(HeuristicGCDFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/function.py:116(BadArgumentsError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/errors.py:26(OnnxExporterError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:212(Token)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:85(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:78(IsomorphismFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/_distutils_hack/__init__.py:138(exec_module)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/_diagnostic.py:108(background_context)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/errors.py:42(RemovedConfigError)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/importlib_metadata/_functools.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:37(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:107(RecompileError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/simplex.py:96(InfeasibleLPError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:70(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:106(NotAlgebraic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/galois_resolvents.py:43(ResolventException)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:109(CompileError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:507(DotAtomText)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/agca/modules.py:1096(ModuleOrder)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/config/pyprojecttoml.py:463(_ToolsTypoInMetadata)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/special/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:114(PolynomialError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:132(GeneratorsNeeded)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:63(complexfloating)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:177(OptionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/headerregistry.py:281(UniqueUnstructuredHeader)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:52(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/matrices/exceptions.py:18(DMBadInputError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:197(Phrase)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/strategies/rl.py:83(sort)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/logic/boolalg.py:418(__eq__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:183(IncorrectUsage)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/compiler/errors.py:50(UnsupportedLanguageConstruct)
